# Species	Genes	Alg.-Conn.	H_tartakovskyi.faa	P_berghei.faa	P_cynomolgi.faa	P_faciparum.faa	P_knowlesi.faa	P_vivax.faa	P_yoelii.faa	T_gondii.faa
8	15	0.12	1107_g	1717_g,4836_g	1612_g,1733_g	1561_g,1443_g	1673_g,1775_g	1704_g,1587_g	2664_g,2549_g	14_g,376_g
7	8	0.345	1385_g	1768_g	4148_g	3109_g	*	4163_g	3605_g	10663_g,11460_g
7	8	0.341	*	293_g	872_g	404_g	907_g	852_g	257_g	11249_g,12046_g
7	8	0.341	290_g	4266_g	*	1896_g	1177_g	1117_g	504_g	7203_g,7714_g
7	8	0.34	*	2394_g	1604_g	1570_g	1664_g	1578_g	2672_g	9866_g,12657_g
7	8	0.34	*	4203_g	4108_g	3076_g	4202_g	4125_g	3569_g	2471_g,2162_g
7	8	0.337	*	147_g	1033_g	242_g	1067_g	1015_g	405_g	8627_g,3847_g
7	8	0.337	*	3298_g	40_g	4699_g	47_g	37_g	896_g	5996_g,6255_g
7	8	0.337	*	4923_g	367_g	615_g	374_g	356_g	1749_g	9606_g,13060_g
7	8	0.335	*	2893_g	1994_g	119_g	2034_g	1953_g	1054_g	9182_g,13483_g
7	8	0.333	1302_g	3244_g	*	165_g	2082_g	2000_g	1095_g	92_g,299_g
7	8	0.321	*	805_g	4655_g	2808_g	4764_g	4655_g	3819_g	4209_g,8398_g
7	8	0.32	*	3544_g	3482_g	5173_g	3561_g	3476_g	3010_g	5139_g,4667_g
7	8	0.32	*	6850_g	1331_g	1710_g	1377_g	1311_g	4768_g	2898_g,3579_g
7	8	0.311	*	2423_g	3580_g	3233_g	3663_g	3708_g	3158_g	9684_g,12977_g
7	8	0.311	*	3032_g	4359_g	3770_g	4468_g	4370_g	2857_g	6756_g,8155_g
7	8	0.311	*	497_g	348_g	635_g	352_g	336_g	1769_g	6113_g,6140_g
7	8	0.311	*	537_g	623_g	3547_g	640_g	598_g	4341_g	10710_g,11507_g
7	8	0.311	*	740_g	1806_g	1373_g	1848_g	1773_g	2482_g	5809_g,6440_g
7	8	0.311	1327_g	6386_g	3218_g	4774_g	*	3192_g	4122_g	7343_g,7575_g
7	8	0.311	816_g	*	4194_g	1335_g	1884_g	1810_g	2450_g	9769_g,12893_g
7	8	0.309	*	148_g	1034_g	241_g	1068_g	1016_g	406_g	6919_g,7993_g
7	8	0.308	*	6392_g	2224_g	2211_g	2284_g	2181_g	1278_g	2645_g,3326_g
7	8	0.305	*	1273_g	186_g	4558_g	197_g	180_g	4380_g	12991_g,9670_g
7	8	0.305	*	4286_g	400_g	582_g	411_g	389_g	1716_g	10911_g,11708_g
7	8	0.305	*	6613_g	1830_g	1346_g	1872_g	1798_g	2460_g	1530_g,1108_g
7	8	0.299	*	842_g	190_g	4554_g	201_g	184_g	4384_g	2347_g,1914_g
7	8	0.295	*	1570_g	180_g	4563_g	192_g	175_g	4375_g	7351_g,7567_g
7	8	0.294	*	2028_g	2282_g	2270_g	2349_g	2243_g	1335_g	6724_g,8185_g
7	8	0.294	*	2497_g	483_g	507_g	494_g	463_g	1645_g	5964_g,6288_g
7	8	0.293	*	269_g	2237_g	2222_g	2296_g	2194_g	1290_g	10505_g,12755_g
7	8	0.29	*	449_g	4652_g	2805_g	4761_g	4652_g	3826_g	10630_g,11427_g
7	8	0.288	*	1821_g	960_g	313_g	992_g	945_g	335_g	2272_g,1988_g
7	8	0.285	694_g	3323_g	2726_g	4399_g	*	2697_g	1984_g	2958_g,3639_g
7	8	0.283	*	3973_g	2456_g	2449_g	2527_g	2414_g	1502_g	6766_g,8146_g
7	8	0.283	*	4052_g	1668_g	1508_g	1725_g	1641_g	2612_g	1916_g,2345_g
7	8	0.283	*	6763_g	890_g	386_g	926_g	871_g	274_g	8301_g,4305_g
7	8	0.278	356_g	796_g	3850_g	4089_g	*	3841_g	2224_g	1013_g,1830_g
7	8	0.276	62_g	*	1160_g	1870_g	1203_g	1143_g	535_g	6786_g,8127_g
7	8	0.275	*	4260_g	426_g	558_g	437_g	412_g	1696_g	570_g,603_g
7	8	0.274	604_g	6866_g	4239_g	3890_g	*	4249_g	674_g	10652_g,11449_g
7	8	0.257	*	2022_g	3378_g	825_g	3457_g	3362_g	4548_g	10038_g,12482_g
7	8	0.25	*	1173_g	1403_g	1640_g	1446_g	1377_g	4835_g	10780_g,11577_g
7	8	0.25	*	1175_g	1401_g	1642_g	1444_g	1375_g	4833_g	11081_g,11878_g
7	8	0.25	*	1657_g	586_g	3586_g	601_g	561_g	4304_g	9585_g,13081_g
7	8	0.25	*	2273_g	3969_g	4213_g	4062_g	3972_g	2098_g	4436_g,8451_g
7	8	0.25	*	2555_g	1485_g	2089_g	1534_g	1463_g	3312_g	4585_g,8600_g
7	8	0.25	*	2670_g	1571_g	1600_g	1625_g	1550_g	2704_g	10059_g,12461_g
7	8	0.25	*	2763_g	910_g	363_g	949_g	892_g	294_g	10147_g,12374_g
7	8	0.25	*	2819_g	2260_g	2246_g	2321_g	2219_g	1313_g	8320_g,4285_g
7	8	0.25	*	3015_g	1744_g	1431_g	1787_g	1715_g	2537_g	10779_g,11576_g
7	8	0.25	*	3089_g	2049_g	172_g	2091_g	2007_g	1102_g	3937_g,8717_g
7	8	0.25	*	30_g	1876_g	1304_g	1917_g	1840_g	2421_g	10938_g,11735_g
7	8	0.25	*	3121_g	981_g	293_g	1012_g	965_g	354_g	5709_g,6538_g
7	8	0.25	*	3148_g	3682_g	3330_g	3770_g	3613_g	3063_g	6579_g,5668_g
7	8	0.25	*	3277_g	1857_g	1320_g	1899_g	1822_g	2437_g	10609_g,11406_g
7	8	0.25	*	3907_g	1463_g	2066_g	1508_g	1440_g	4109_g	11170_g,11967_g
7	8	0.25	*	3940_g	121_g	4624_g	130_g	113_g	821_g	9721_g,12941_g
7	8	0.25	*	402_g	1527_g	2128_g	1574_g	1505_g	3347_g	7071_g,7845_g
7	8	0.25	*	4114_g	484_g	506_g	495_g	464_g	1644_g	4271_g,8334_g
7	8	0.25	*	4204_g	2544_g	1027_g	2609_g	2518_g	2368_g	2035_g,2223_g
7	8	0.25	*	4280_g	1360_g	1682_g	1407_g	1336_g	4794_g	10922_g,11719_g
7	8	0.25	*	6412_g	4065_g	3034_g	2803_g	4083_g	3525_g	10608_g,11405_g
7	8	0.25	*	647_g	3881_g	4120_g	1803_g	3874_g	2191_g	2544_g,3225_g
7	8	0.25	*	6600_g	1327_g	1714_g	1373_g	1307_g	4764_g	11104_g,11901_g
7	8	0.25	*	6668_g	486_g	504_g	497_g	466_g	1642_g	11298_g,12095_g
7	8	0.25	*	6762_g	889_g	387_g	925_g	870_g	273_g	5684_g,6563_g
7	8	0.25	*	6975_g	3440_g	5129_g	3516_g	3435_g	4602_g	10775_g,11572_g
7	8	0.25	*	737_g	2123_g	798_g	2170_g	2080_g	1176_g	11013_g,11810_g
7	8	0.25	1369_g	*	1054_g	223_g	1087_g	1034_g	424_g	4129_g,8909_g
7	8	0.25	802_g	*	3347_g	852_g	3417_g	3327_g	4524_g	9925_g,12598_g
7	8	0.25	905_g	3860_g	2608_g	1092_g	*	2584_g	700_g	9483_g,13183_g
7	8	0.247	*	4899_g	1643_g	1533_g	1703_g	1616_g	2636_g	7872_g,7043_g
7	8	0.244	*	297_g	4387_g	3745_g	4497_g	4394_g	2834_g	8048_g,6865_g
7	8	0.244	*	3297_g	41_g	4698_g	48_g	38_g	895_g	9984_g,12536_g
7	8	0.244	*	5234_g	2262_g	2248_g	2323_g	2221_g	1315_g	633_g,541_g
7	8	0.244	*	734_g	919_g	354_g	958_g	901_g	303_g	469_g,704_g
7	8	0.242	1387_g	792_g	3359_g	845_g	*	3341_g	4530_g	5652_g,6594_g
7	8	0.241	205_g	*	3828_g	4065_g	3908_g	3819_g	2248_g	9156_g,13510_g
7	8	0.24	*	954_g	3695_g	3347_g	3782_g	3601_g	3052_g	2607_g,3288_g
7	8	0.237	*	1998_g	525_g	3645_g	541_g	504_g	1602_g	9205_g,13460_g
7	8	0.236	*	3052_g	1767_g	1408_g	1814_g	1738_g	2515_g	496_g,677_g
7	8	0.235	*	127_g	297_g	4465_g	305_g	286_g	4475_g	12654_g,9869_g
7	8	0.23	*	2764_g	1122_g	1908_g	1161_g	1104_g	492_g	3050_g,3731_g
7	8	0.23	1403_g	2073_g	145_g	4600_g	*	138_g	798_g	1227_g,1412_g
7	8	0.229	*	2445_g	716_g	3454_g	742_g	694_g	80_g	2897_g,3578_g
7	8	0.229	24_g	1029_g	4356_g	3774_g	*	4366_g	2861_g	4733_g,5205_g
7	8	0.227	*	547_g	4004_g	4244_g	4100_g	4006_g	2066_g	59_g,332_g
7	8	0.224	*	3983_g	1022_g	252_g	1055_g	1003_g	394_g	1939_g,2322_g
7	8	0.223	*	6685_g	1380_g	1662_g	1426_g	1355_g	4814_g	9722_g,12940_g
7	8	0.22	*	899_g	1540_g	1632_g	1591_g	1519_g	3359_g	9994_g,12526_g
7	8	0.218	*	6047_g	4611_g	2767_g	4722_g	4615_g	3865_g	10805_g,11602_g
7	8	0.216	*	3958_g	274_g	4475_g	292_g	262_g	4465_g	10200_g,12321_g
7	8	0.216	246_g	1057_g	3517_g	3167_g	*	3523_g	1851_g	4283_g,8322_g
7	8	0.213	860_g	2443_g	4635_g	2790_g	*	4638_g	3841_g	78_g,313_g
7	8	0.212	*	2070_g	142_g	4603_g	155_g	135_g	801_g	10741_g,11538_g
7	8	0.212	*	874_g	2827_g	1259_g	2902_g	2800_g	1883_g	7394_g,7524_g
7	8	0.211	635_g	3137_g	3145_g	4838_g	*	3118_g	4178_g	6995_g,7917_g
7	8	0.209	1112_g	2801_g	4362_g	3767_g	*	4373_g	2854_g	2172_g,2089_g
7	8	0.205	827_g	1847_g	4393_g	3739_g	*	4399_g	2828_g	330_g,61_g
7	8	0.203	*	2715_g	1944_g	70_g	1981_g	1906_g	1008_g	9870_g,12653_g
7	8	0.201	*	3648_g	4151_g	3112_g	4248_g	4166_g	3608_g	190_g,199_g
7	8	0.198	*	4172_g	1420_g	1974_g	1463_g	1394_g	4851_g	7332_g,7587_g
7	8	0.192	83_g	546_g	*	1936_g	1131_g	1077_g	465_g	1263_g,1377_g
7	8	0.186	*	2109_g	2324_g	2311_g	2390_g	2283_g	1377_g	8774_g,3994_g
7	8	0.185	*	698_g	276_g	4471_g	297_g	266_g	4468_g	8660_g,3880_g
7	8	0.182	*	97_g	3956_g	4194_g	4045_g	3952_g	2117_g	10649_g,11446_g
7	8	0.18	*	3384_g	2031_g	153_g	2069_g	1988_g	1084_g	3148_g,3829_g
7	8	0.18	*	4165_g	1753_g	1422_g	1796_g	1724_g	2528_g	2772_g,3453_g
7	8	0.178	*	108_g	743_g	3427_g	778_g	719_g	56_g	423_g,752_g
7	8	0.175	*	3578_g	1417_g	1971_g	1460_g	1391_g	4848_g	8571_g,4556_g
7	8	0.165	784_g	184_g,4938_g	261_g	4487_g	279_g	249_g	4452_g	*
7	8	0.153	*	3017_g	1931_g	58_g	1968_g	1894_g	996_g	3290_g,2609_g
7	8	0.138	*	6186_g	2951_g	1139_g	3026_g	2916_g	3397_g	1485_g,1152_g
7	8	0.125	*	1111_g	571_g	3601_g	586_g	548_g	4289_g	2962_g,3643_g
7	8	0.125	*	2055_g	694_g	3476_g	720_g	672_g	102_g	2004_g,2254_g
7	8	0.125	*	2484_g	1278_g	1765_g	1322_g	1256_g	4714_g	10550_g,11347_g
7	8	0.125	*	417_g	1342_g	1700_g	1388_g	1321_g	4777_g	4622_g,5094_g
7	8	0.125	*	5658_g	2222_g	2209_g	2282_g	2179_g	1276_g	10927_g,11724_g
7	8	0.125	*	592_g	2762_g	4359_g	2830_g	2735_g	1946_g	6791_g,8122_g
7	8	0.125	*	6744_g	353_g	629_g	358_g	342_g	1763_g	767_g,408_g
7	8	0.125	*	935_g	1280_g	1763_g	1324_g	1258_g	4716_g	2871_g,3552_g
7	8	0.125	129_g	4450_g,6055_g	339_g	642_g	344_g	328_g	1777_g	*
7	8	0.125	1423_g	6828_g	3966_g	4208_g	*	3967_g	2103_g	3018_g,3699_g
7	8	0.125	148_g	3144_g	3323_g	875_g	*	3303_g	3272_g	10427_g,12832_g
7	8	0.125	593_g	5534_g	3554_g	3207_g	*	3562_g	3185_g	1128_g,1510_g
7	8	0.125	981_g	3529_g	3005_g	*	3074_g	2959_g	3445_g	1228_g,1411_g
7	8	0.121	*	2195_g	358_g	624_g	365_g	347_g	1758_g	188_g,201_g
7	8	0.121	*	3296_g	1459_g	4697_g	49_g	39_g	894_g	5136_g,4664_g
7	8	0.121	422_g	1460_g,229_g	2134_g	786_g	2184_g	2091_g	1187_g	*
7	8	0.12	*	2033_g	4180_g	3137_g	4277_g	4192_g	617_g	7280_g,7638_g
7	8	0.12	*	20_g	34_g	4705_g	41_g	31_g	902_g	4354_g,8254_g
7	8	0.12	*	3717_g	1444_g	2047_g	1490_g	1421_g	4092_g	11182_g,11979_g
7	8	0.12	*	3727_g	884_g	391_g	920_g	865_g	269_g	8646_g,3866_g
7	8	0.12	*	6814_g	468_g	521_g	477_g	450_g	1660_g	10057_g,12463_g
7	8	0.12	*	6872_g	4605_g	2761_g	4716_g	4609_g	3871_g	9552_g,13114_g
7	8	0.12	296_g	3214_g	3675_g	3322_g	*	3621_g	3071_g	10553_g,11350_g
7	8	0.12	849_g	3646_g	2166_g	2149_g	4199_g,2220_g	2123_g	1218_g	*
7	8	0.12	852_g	2955_g	567_g	3605_g	582_g	544_g	4285_g,4495_g	*
7	8	0.119	482_g	*	820_g	453_g	855_g	805_g	211_g	5630_g,6616_g
7	8	0.114	*	2727_g	38_g	4701_g	45_g	35_g	898_g	6938_g,7973_g
7	8	0.113	*	1271_g	4536_g	2697_g	4649_g	4545_g	3931_g	10890_g,11687_g
7	8	0.113	*	1771_g	3336_g	862_g	3406_g	3315_g	4513_g	4605_g,5077_g
7	8	0.113	*	3136_g	1815_g	1365_g	1857_g	1781_g	2474_g	10786_g,11583_g
7	8	0.113	*	3766_g	2298_g	2285_g	2363_g	2258_g	1351_g	3058_g,3739_g
7	8	0.112	*	2306_g	1594_g	1584_g	1642_g	1566_g	2684_g	4707_g,5179_g
7	8	0.112	*	3756_g	423_g	562_g	433_g	408_g	1699_g	7319_g,7600_g
7	8	0.112	*	3974_g	2439_g	2433_g	2509_g	2398_g	1486_g	5564_g,6684_g
7	8	0.11	*	1634_g	2104_g	816_g	2151_g	2062_g	1158_g	9213_g,13452_g
7	8	0.107	1118_g	1043_g,6318_g	1617_g	1556_g	1678_g	1592_g	2659_g	*
7	8	0.105	*	4370_g	4485_g	2643_g	4597_g	4492_g	3979_g	2777_g,3458_g
7	8	0.105	779_g	4443_g	4395_g	3737_g	*	4401_g	2826_g	6807_g,8105_g
7	8	0.101	*	1979_g	2009_g	134_g	2048_g	1968_g	1066_g	2137_g,2422_g
7	8	0.101	*	440_g	888_g	388_g	924_g	869_g	272_g	10557_g,11354_g
7	8	0.101	*	5067_g	3996_g	4237_g	4092_g	3998_g	2073_g	1707_g,890_g
7	7	1	*	1673_g	1585_g	1589_g	1637_g	1561_g	2691_g	10060_g
7	7	1	*	770_g	3372_g	831_g	3450_g	3356_g	4543_g	1570_g
7	7	1	112_g	4004_g	1348_g	1694_g	1395_g	1327_g	4782_g	*
7	7	1	664_g	1627_g	4415_g	2570_g	4520_g	4418_g	4050_g	*
7	7	0.714	*	6483_g	1138_g	1892_g	1181_g	1121_g	507_g	6590_g
7	7	0.714	1010_g	3447_g	2338_g	2326_g	2405_g	2297_g	1391_g	*
7	7	0.714	1184_g	1114_g	4444_g	2600_g	4550_g	4449_g	4020_g	*
7	7	0.714	1188_g	4251_g	2443_g	2436_g	2511_g	2401_g	1489_g	*
7	7	0.714	1248_g	965_g	328_g	652_g	333_g	318_g	1788_g	*
7	7	0.714	1410_g	2011_g	2772_g	4348_g	2844_g	2746_g	1935_g	*
7	7	0.714	170_g	3577_g	4221_g	3908_g	4324_g	4232_g	656_g	*
7	7	0.714	270_g	930_g	448_g	540_g	458_g	431_g	1678_g	*
7	7	0.714	365_g	1756_g	1925_g	52_g	1961_g	1888_g	990_g	*
7	7	0.714	379_g	6448_g	1390_g	1653_g	1435_g	1364_g	4823_g	*
7	7	0.714	451_g	2589_g	3815_g	4053_g	3896_g	3808_g	2260_g	*
7	7	0.714	485_g	1808_g	4693_g	2847_g	4803_g	4693_g	3780_g	*
7	7	0.714	577_g	2522_g	4704_g	2857_g	4816_g	4704_g	3770_g	*
7	7	0.714	702_g	2767_g	2212_g	2194_g	2271_g	2168_g	1264_g	*
7	7	0.714	7_g	3955_g	1965_g	92_g	2004_g	1926_g	1028_g	*
7	7	0.714	936_g	3023_g	25_g	4714_g	32_g	22_g	910_g	*
7	7	0.714	96_g	2913_g	3474_g	5165_g	3554_g	3468_g	3017_g	*
7	7	0.571	*	1486_g	2058_g	182_g	2102_g	2017_g	1112_g	6447_g
7	7	0.571	*	3354_g	243_g	4503_g	260_g	232_g	4435_g	7402_g
7	7	0.571	1012_g	6663_g	2150_g	769_g	2201_g	2107_g	1203_g	*
7	7	0.571	1154_g	3732_g	293_g	4469_g	301_g	282_g	4470_g	*
7	7	0.571	204_g	2911_g	1451_g	2054_g	1497_g	1428_g	4098_g	*
7	7	0.571	287_g	2554_g	546_g	3625_g	559_g	524_g	1584_g	*
7	7	0.571	28_g	1322_g	2462_g	2455_g	2533_g	2421_g	1507_g	*
7	7	0.571	405_g	100_g	141_g	4604_g	154_g	134_g	802_g	*
7	7	0.571	411_g	4193_g	3704_g	3356_g	3792_g	3591_g	3044_g	*
7	7	0.571	441_g	6491_g	1906_g	32_g	1941_g	1869_g	969_g	*
7	7	0.571	460_g	3216_g	2753_g	4371_g	2819_g	2726_g	1957_g	*
7	7	0.571	494_g	1954_g	1832_g	1344_g	1874_g	1800_g	2458_g	*
7	7	0.571	50_g	2990_g	1941_g	68_g	1978_g	1903_g	1005_g	*
7	7	0.571	538_g	2294_g	1421_g	1976_g	1465_g	1396_g	4853_g	*
7	7	0.571	587_g	2905_g	2075_g	200_g	2118_g	2033_g	1128_g	*
7	7	0.571	695_g	1855_g	1100_g	1932_g	1135_g	1081_g	469_g	*
7	7	0.571	736_g	356_g	2765_g	4356_g	2833_g	2738_g	1943_g	*
7	7	0.571	853_g	822_g	1542_g	1630_g	1593_g	1521_g	3361_g	*
7	7	0.512	332_g	3185_g	2098_g	1127_g	2145_g	2056_g	1152_g	*
7	7	0.512	624_g	1320_g	905_g	368_g	943_g	887_g	289_g	*
7	7	0.483	1059_g	6891_g	684_g	3489_g	707_g	660_g	114_g	*
7	7	0.483	201_g	203_g	3334_g	864_g	3405_g	3313_g	4511_g	*
7	7	0.483	81_g	892_g	1371_g	1671_g	1418_g	1347_g	4805_g	*
7	7	0.483	8_g	3954_g	1966_g	93_g	2005_g	1927_g	1029_g	*
7	7	0.467	1020_g	2062_g	2191_g	2174_g	2247_g	2147_g	1242_g	*
7	7	0.467	34_g	3881_g	1664_g	1512_g	1721_g	1637_g	2616_g	*
7	7	0.467	772_g	1267_g	2056_g	180_g	2100_g	2015_g	1110_g	*
7	7	0.429	1195_g	3514_g	1655_g	1521_g	1714_g	1628_g	2624_g	*
7	7	0.429	1274_g	680_g	4080_g	3050_g	4170_g	4097_g	3540_g	*
7	7	0.429	1328_g	4437_g	306_g	4456_g	314_g	295_g	4484_g	*
7	7	0.429	165_g	6708_g	2910_g	5045_g	2987_g	2880_g	2737_g	*
7	7	0.429	65_g	2996_g	576_g	3595_g	592_g	553_g	4295_g	*
7	7	0.429	682_g	3771_g	2434_g	2427_g	2501_g	2391_g	1481_g	*
7	7	0.429	73_g	3113_g	1913_g	40_g	1948_g	1876_g	977_g	*
7	7	0.404	1140_g	2762_g	911_g	362_g	950_g	893_g	295_g	*
7	7	0.404	117_g	1494_g	456_g	531_g	466_g	440_g	1669_g	*
7	7	0.404	1250_g	3998_g	3631_g	3281_g	3714_g	3662_g	3113_g	*
7	7	0.404	159_g	1581_g	3385_g	5083_g	3465_g	3369_g	4555_g	*
7	7	0.404	181_g	2077_g	3909_g	4148_g	3990_g	3904_g	2164_g	*
7	7	0.404	210_g	3626_g	2798_g	1232_g	2874_g	2774_g	1910_g	*
7	7	0.404	413_g	6682_g	1377_g	1665_g	1423_g	1352_g	4811_g	*
7	7	0.404	44_g	2007_g	932_g	341_g	972_g	916_g	318_g	*
7	7	0.404	491_g	3165_g	746_g	3424_g	782_g	722_g	53_g	*
7	7	0.404	498_g	2380_g	2158_g	2141_g	2211_g	2115_g	1211_g	*
7	7	0.404	545_g	3961_g	95_g	4646_g	106_g	91_g	840_g	*
7	7	0.404	57_g	435_g	1922_g	49_g	1957_g	1884_g	986_g	*
7	7	0.404	617_g	6831_g	1938_g	65_g	1975_g	1900_g	1002_g	*
7	7	0.404	882_g	3346_g	2142_g	777_g	2193_g	2099_g	1196_g	*
7	7	0.404	889_g	1426_g	195_g	4549_g	212_g	189_g	4388_g	*
7	7	0.398	1288_g	4055_g	4163_g	3123_g	4259_g	4177_g	3619_g	*
7	7	0.398	741_g	1551_g	2956_g	1144_g	3033_g	2921_g	3401_g	*
7	7	0.398	782_g	2051_g	4601_g	2758_g	4713_g	4606_g	3874_g	*
7	7	0.398	871_g	1558_g	169_g	4576_g	180_g	163_g	4363_g	*
7	7	0.398	923_g	3246_g	825_g	450_g	858_g	808_g	214_g	*
7	7	0.398	993_g	3361_g	21_g	4720_g	28_g	17_g	915_g	*
7	7	0.385	1099_g	1254_g	1391_g	1651_g	1436_g	1365_g	4824_g	*
7	7	0.385	144_g	4316_g	2791_g	4329_g	2864_g	2767_g	1917_g	*
7	7	0.385	2_g	3518_g	4018_g	4257_g	4114_g	4019_g	2051_g	*
7	7	0.385	739_g	4300_g	579_g	3592_g	595_g	556_g	4298_g	*
7	7	0.385	76_g	1183_g	14_g	4726_g	17_g	10_g	921_g	*
7	7	0.372	277_g	1910_g	3065_g	4916_g	3131_g	3037_g	4257_g	*
7	7	0.372	329_g	1548_g	2153_g	765_g	2205_g	2110_g	1206_g	*
7	7	0.372	61_g	2614_g	1158_g	1871_g	1201_g	1141_g	528_g	*
7	7	0.372	799_g	2433_g	3776_g	4016_g	3853_g	3772_g	2296_g	*
7	7	0.369	773_g	1266_g	2057_g	181_g	2101_g	2016_g	1111_g	*
7	7	0.369	781_g	1883_g	2678_g	697_g	2751_g	2651_g	766_g	*
7	7	0.363	301_g	1476_g	349_g	633_g	354_g	338_g	1767_g	*
7	7	0.36	1281_g	475_g	1266_g	1775_g	1312_g	1245_g	4704_g	*
7	7	0.36	1358_g	1393_g	2327_g	2314_g	2393_g	2286_g	1380_g	*
7	7	0.36	535_g	4838_g	2192_g	2175_g	2248_g	2148_g	1243_g	*
7	7	0.36	812_g	2297_g	154_g	4590_g	166_g	147_g	789_g	*
7	7	0.348	*	5341_g	858_g	418_g	893_g	839_g	245_g	9157_g
7	7	0.348	1176_g	745_g	1811_g	1368_g	1854_g	1778_g	2477_g	*
7	7	0.348	1426_g	2422_g	3436_g	5126_g	3513_g	3432_g	4599_g	*
7	7	0.324	978_g	630_g	1624_g	1550_g	1685_g	1599_g	2652_g	*
7	7	0.318	396_g	2094_g	1195_g	1839_g	1240_g	1177_g	565_g	*
7	7	0.312	1346_g	3772_g	2432_g	2425_g	2500_g	2389_g	1479_g	*
7	7	0.312	990_g	1083_g	974_g	300_g	1005_g	958_g	347_g	*
7	7	0.301	1196_g	4922_g	656_g	3517_g	675_g	630_g	142_g	*
7	7	0.301	1420_g	4151_g	1438_g	2040_g	1484_g	1415_g	4086_g	*
7	7	0.286	*	2808_g	1782_g	1393_g	1826_g	1752_g	2501_g	6514_g
7	7	0.286	119_g	6780_g	2314_g	2302_g	2380_g	2272_g	1367_g	*
7	7	0.286	1270_g	3309_g	3382_g	821_g	3461_g	3366_g	4552_g	*
7	7	0.286	1284_g	3681_g	2279_g	2267_g	2345_g	2240_g	1333_g	*
7	7	0.286	136_g	1936_g	3834_g	4072_g	3913_g	3825_g	2241_g	*
7	7	0.286	414_g	6683_g	1378_g	1664_g	1424_g	1353_g	4812_g	*
7	7	0.286	479_g	702_g	1694_g	1482_g	1750_g	1666_g	2585_g	*
7	7	0.286	539_g	2295_g	152_g	4593_g	164_g	145_g	791_g	*
7	7	0.286	601_g	6334_g	106_g	4638_g	114_g	99_g	833_g	*
7	7	0.286	743_g	6416_g	2249_g	2234_g	2308_g	2207_g	1300_g	*
7	7	0.286	767_g	3386_g	508_g	3662_g	524_g	487_g	1617_g	*
7	7	0.286	955_g	2275_g	1279_g	1764_g	1323_g	1257_g	4715_g	*
7	7	0.286	961_g	741_g	1807_g	1372_g	1849_g	1774_g	2481_g	*
7	7	0.273	*	2673_g	1568_g	1603_g	1622_g	1547_g	2707_g	9023_g
7	7	0.273	1304_g	6664_g	2149_g	770_g	2200_g	2106_g	1202_g	*
7	7	0.273	274_g	6393_g	612_g	3561_g	629_g	586_g	4330_g	*
7	7	0.273	462_g	649_g	329_g	651_g	334_g	319_g	1787_g	*
7	7	0.273	707_g	2978_g	2218_g	2201_g	2278_g	2175_g	1271_g	*
7	7	0.273	830_g	1031_g	4385_g	3747_g	4495_g	4392_g	2836_g	*
7	7	0.27	1045_g	665_g	11_g	4730_g	14_g	7_g	924_g	*
7	7	0.27	1318_g	2347_g	1368_g	1674_g	1415_g	1344_g	4802_g	*
7	7	0.269	*	3426_g	1875_g	1305_g	1916_g	1839_g	2422_g	13623_g
7	7	0.269	1208_g	3709_g	1598_g	1580_g	1646_g	1570_g	2680_g	*
7	7	0.269	1400_g	3233_g	436_g	550_g	448_g	421_g	1688_g	*
7	7	0.269	27_g	1438_g	2461_g	2454_g	2532_g	2420_g	1506_g	*
7	7	0.269	446_g	3385_g	507_g	3663_g	519_g	486_g	1618_g	*
7	7	0.269	476_g	1199_g	1920_g	47_g	1955_g	1882_g	984_g	*
7	7	0.269	686_g	3876_g	451_g	537_g	460_g	434_g	1675_g	*
7	7	0.269	708_g	739_g	3764_g	4004_g	3841_g	3760_g	2953_g	*
7	7	0.269	836_g	1819_g	962_g	311_g	994_g	947_g	337_g	*
7	7	0.268	636_g	3563_g	4466_g	2623_g	4572_g	4471_g	3999_g	*
7	7	0.262	843_g	1354_g	915_g	358_g	954_g	897_g	299_g	*
7	7	0.252	155_g	5333_g	487_g	503_g	498_g	467_g	1641_g	*
7	7	0.247	1009_g	3217_g	2361_g	2350_g	2426_g	2320_g	1414_g	*
7	7	0.247	89_g	6296_g	2476_g	2468_g	2547_g	2435_g	1519_g	*
7	7	0.242	*	4407_g	1287_g	1754_g	1332_g	1267_g	4724_g	2447_g
7	7	0.242	1345_g	6632_g	1762_g	1413_g	1808_g	1733_g	2519_g	*
7	7	0.242	407_g	2496_g	1112_g	1919_g	1148_g	1094_g	481_g	*
7	7	0.242	445_g	3360_g	1050_g	227_g	1083_g	1030_g	420_g	*
7	7	0.242	755_g	232_g	3584_g	3237_g	3667_g	3704_g	3154_g	*
7	7	0.24	552_g	1966_g	83_g	4660_g	92_g	78_g	855_g	*
7	7	0.239	1430_g	3692_g	1447_g	2050_g	1493_g	1424_g	4094_g	*
7	7	0.237	409_g	6275_g	1109_g	1922_g	1145_g	1091_g	479_g	*
7	7	0.233	576_g	2176_g	4703_g	2856_g	*	4703_g	3771_g	9935_g
7	7	0.232	1291_g	3396_g	903_g	370_g	941_g	885_g	287_g	*
7	7	0.232	1416_g	1491_g	16_g	4724_g	19_g	12_g	919_g	*
7	7	0.227	234_g	6276_g	750_g	3420_g	786_g	726_g	49_g	*
7	7	0.227	572_g	4276_g	2253_g	2238_g	2313_g	2211_g	1304_g	*
